archetype,cluster_id,total_cost,node_count,cpu_utilization,memory_utilization,cpu_gap,memory_gap,cost_distribution,optimization_opportunities,optimization_maturity,team_experience,change_tolerance,success_probability,typical_issues,scaling_behavior,size_category,team_size,funding_stage,growth_rate_monthly,technical_debt_level,monitoring_maturity,change_frequency,optimization_priorities,budget_sensitivity,risk_tolerance,implementation_month,implementation_day_of_week,implementation_hour,complexity_factor,implementation_success,savings_accuracy,total_duration_minutes,commands_executed,commands_successful,commands_failed,customer_satisfaction,stability_period_clean,time_to_first_benefit,success_factors,post_optimization_improvements,failure_factors,rollbacks_performed,lessons_learned,compliance_requirements,change_approval_process,budget_cycle,process_maturity,automation_level,monitoring_sophistication,stakeholder_complexity,industry,regulatory_overhead,uptime_requirements,peak_hours,seasonal_pattern,customer_impact_sensitivity,performance_requirements,geographic_distribution,seasonal_multiplier,edge_case_type,documentation_quality,test_coverage,challenge_factors,cost_per_node,utilization_efficiency,waste_factor,optimization_score,complexity_risk_ratio,is_business_hours,is_weekend,predicted_success_prob,actual_success
early_stage_startup,cluster_69787,1837.0402620064594,7.0,33.48220706543927,45.909924909439646,65.70056676754072,53.703467316219886,"{'compute_percentage': 54.27173570170787, 'storage_percentage': 21.65196434586609, 'networking_percentage': 11.100602237503415, 'control_plane_percentage': 12.975697714922621, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing']",basic,junior,high,0.5348856814887385,"['over_provisioning', 'no_monitoring', 'manual_scaling']",reactive,small,6.0,seed,0.11869016440546953,0.9510482492578518,0.03389819757723599,9.0,"['cost_reduction', 'performance', 'scalability']",0.7923090887110318,0.7500672930456442,5,2,8,0.173260234575403,False,0.12696718686277914,144,6,3,3,1.4341296607531822,False,-1.0,,,['resource_contention'],2.0,"['Implement automated rollback procedures', 'Need better team training on optimization tools', 'Improve monitoring and alerting during optimization']",,,,,,,,,,,,,,,,,,,,,262.4343231437799,0.39696065987439455,0.5970201704188031,0.159967139066623,0.3239201208250156,0,0,0.5348856814887385,0
early_stage_startup,cluster_12582,808.0025744209717,7.0,55.522528306528926,55.27968339117997,44.31796281143467,44.66588058069396,"{'compute_percentage': 69.41335248373802, 'storage_percentage': 16.6234445520235, 'networking_percentage': 7.2354053164717085, 'control_plane_percentage': 6.727797647766759, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing']",basic,junior,high,0.6481974360549906,"['over_provisioning', 'no_monitoring', 'manual_scaling']",reactive,small,14.0,series_a,0.10729897545588352,0.9366776108756758,0.39748073731736966,10.0,"['cost_reduction', 'performance', 'scalability']",0.9030792270190129,0.8602747349237829,7,1,23,0.3478939980366082,False,0.06311212488064499,107,5,3,2,2.894803638449773,False,-1.0,,,['unexpected_dependencies'],2.0,"['Implement gradual rollout instead of big-bang approach', 'Need better baseline measurement before optimization']",,,,,,,,,,,,,,,,,,,,,115.42893920299595,0.5540110584885445,0.44491921696064307,0.30752089215828426,0.5367099261514113,0,0,0.6481974360549906,0
growth_stage_startup,cluster_54337,7190.904412776952,7.0,47.227837776628746,79.02472487551063,53.04031356460089,21.616720150686604,"{'compute_percentage': 41.25916307293303, 'storage_percentage': 29.726432572080487, 'networking_percentage': 20.94683177450505, 'control_plane_percentage': 8.067572580481446, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",intermediate,mixed,medium,0.6127148317390998,"['scaling_pain', 'cost_spike', 'performance_bottleneck']",growth_focused,medium,3.0,series_c,0.21480761855921218,0.8773205020964413,0.28513869396332825,4.0,"['cost_reduction', 'performance', 'scalability']",0.8547573693670757,0.9870006354121462,11,3,22,0.14812323298864488,False,0.28106800286084005,121,6,3,3,1.0906672280053544,False,-1.0,,,['unexpected_dependencies'],1.0,"['Need better stakeholder communication', 'Need better team training on optimization tools', 'Improve monitoring and alerting during optimization']",,,,,,,,,,,,,,,,,,,,,1027.272058968136,0.6312628132606969,0.3732851685764375,0.3956217675966414,0.24174905733588845,0,0,0.6127148317390998,0
early_stage_startup,cluster_25016,1847.1645894483631,2.0,32.22485207422257,54.299490788261934,62.93456357738356,45.201387936393246,"{'compute_percentage': 66.72820972443148, 'storage_percentage': 18.347087834933127, 'networking_percentage': 6.747324963706444, 'control_plane_percentage': 8.177377476928946, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing']",basic,junior,high,0.6430201607453425,"['over_provisioning', 'no_monitoring', 'manual_scaling']",reactive,small,11.0,series_c,0.022451620417670185,0.8290686295264212,0.26130319441634337,5.0,"['cost_reduction', 'performance', 'scalability']",0.8290203082351788,0.8034630404302843,12,3,6,0.008174182502475461,True,0.7691597997455348,56,18,16,2,4.275815255980772,True,15.66091683152192,"['stakeholder_buy_in', 'maintenance_window_used', 'phased_rollout']","{'cpu_utilization_improvement': 0.1422899926374116, 'memory_utilization_improvement': 0.22381172202441185, 'cost_reduction_achieved': 0.08050813965782111, 'performance_improvement': 0.09801368530680589, 'automation_score_improvement': 0.09554879175956904}",,,,,,,,,,,,,,,,,,,,,,,,923.5822947241816,0.4326217143124225,0.540679757568884,0.19871191069894692,0.012712171408436928,0,0,0.6430201607453425,1
growth_stage_startup,cluster_14344,5121.905509436251,16.0,64.08167047617691,74.85743247836507,33.97614965951881,25.718727494172626,"{'compute_percentage': 53.851657972573875, 'storage_percentage': 17.6554889712278, 'networking_percentage': 21.761609516803365, 'control_plane_percentage': 6.731243539394953, 'registry_percentage': 1, 'other_percentage': 1}","['resource_rightsizing', 'storage_optimization']",intermediate,mixed,medium,0.6348868428365284,"['scaling_pain', 'cost_spike', 'performance_bottleneck']",growth_focused,medium,8.0,series_c,0.032099188653714215,0.5853129266632877,0.17156364724098866,9.0,"['cost_reduction', 'performance', 'scalability']",0.9610657845449596,0.5068401381534757,3,2,5,0.28276199375045585,False,0.1575389793697057,113,8,6,2,1.7097430673288225,False,-1.0,,,['configuration_error'],4.0,"['Require more comprehensive testing in staging environment', 'Implement gradual rollout instead of big-bang approach']",,,,,,,,,,,,,,,,,,,,,320.1190943397657,0.6946955147727099,0.2984743857684572,0.4873466977048231,0.44537384408084485,0,0,0.6348868428365284,0
early_stage_startup,cluster_89396,1475.369313106097,2.0,24.837452651701636,49.343684844841974,75.24312397878029,48.83336757045441,"{'compute_percentage': 62.60132902564207, 'storage_percentage': 19.597955656079126, 'networking_percentage': 7.6031095086700144, 'control_plane_percentage': 10.197605809608778, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",basic,junior,high,0.5347682672791495,"['over_provisioning', 'no_monitoring', 'manual_scaling']",reactive,small,7.0,series_c,0.10241846852342912,0.9916859658422659,0.0635378120899101,6.0,"['cost_reduction', 'performance', 'scalability']",0.9092914904111676,0.5701862724835738,5,3,6,0.047004313477732595,True,0.6219513025297165,50,11,11,0,4.534382684775759,True,63.600975777317245,"['good_baseline_measurement', 'comprehensive_monitoring', 'maintenance_window_used', 'good_documentation', 'adequate_testing']","{'cpu_utilization_improvement': 0.061832913796127945, 'memory_utilization_improvement': 0.23255689300064566, 'cost_reduction_achieved': 0.13006902742976145, 'performance_improvement': 0.02905348254790971, 'automation_score_improvement': 0.05276379942291582}",,,,,,,,,,,,,,,,,,,,,,,,737.6846565530485,0.37090568748271807,0.6203824577461735,0.1408023054901553,0.08789660186249665,0,0,0.5347682672791495,1
growth_stage_startup,cluster_20263,4815.234156096451,6.0,68.19525528821447,80.02394864987231,32.70715812379703,22.563070412730696,"{'compute_percentage': 45.60262701640536, 'storage_percentage': 20.510416856461315, 'networking_percentage': 27.217549662664, 'control_plane_percentage': 6.6694064644693425, 'registry_percentage': 1, 'other_percentage': 1}","['resource_rightsizing', 'storage_optimization']",intermediate,mixed,medium,0.7082540143575399,"['scaling_pain', 'cost_spike', 'performance_bottleneck']",growth_focused,medium,13.0,series_a,0.09629227683340998,0.6178757344527144,0.29594694441493435,8.0,"['cost_reduction', 'performance', 'scalability']",0.5726654687947624,0.46485639121840516,4,5,18,0.8317330125658307,True,0.9223320432836791,113,8,8,0,4.401707265767809,True,110.10517595488419,"['thorough_preparation', 'maintenance_window_used', 'stakeholder_buy_in', 'rollback_plan_ready']","{'cpu_utilization_improvement': 0.14037839118236242, 'memory_utilization_improvement': 0.21819473923252106, 'cost_reduction_achieved': 0.13797602924120886, 'performance_improvement': 0.06936646175993799, 'automation_score_improvement': 0.11837586201405759}",,,,,,,,,,,,,,,,,,,,,,,,802.5390260160752,0.7410960196904338,0.2763511426826386,0.5362932878114272,1.1743428144495576,0,0,0.7082540143575399,1
early_stage_startup,cluster_56490,625.4359215285589,2.0,35.23019314372226,51.38655639874798,69.46067415570455,46.88856387172445,"{'compute_percentage': 55.085684378126956, 'storage_percentage': 24.96764512155835, 'networking_percentage': 12.118839798304018, 'control_plane_percentage': 7.827830702010685, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing']",basic,junior,high,0.5545730150088755,"['over_provisioning', 'no_monitoring', 'manual_scaling']",reactive,small,10.0,series_b,0.009885231044222289,0.8270996353747828,0.08156054802305483,7.0,"['cost_reduction', 'performance', 'scalability']",0.5500140330872754,0.8853823906414621,11,4,21,0.3441656811020478,True,0.6,57,14,14,0,3.8729306267666783,True,60.061944750532206,"['comprehensive_monitoring', 'stakeholder_buy_in', 'phased_rollout', 'maintenance_window_used', 'experienced_team']","{'cpu_utilization_improvement': 0.0905585634576317, 'memory_utilization_improvement': 0.24587175023933436, 'cost_reduction_achieved': 0.10143623664028943, 'performance_improvement': 0.046094534211839594, 'automation_score_improvement': 0.1785396502931009}",,,,,,,,,,,,,,,,,,,,,,,,312.71796076427944,0.43308374771235125,0.581746190137145,0.1811389274703744,0.620595794940617,0,0,0.5545730150088755,1
early_stage_startup,cluster_42778,1213.3333797239466,4.0,49.55602676348545,64.58216724645494,50.79457237928304,37.79483839075293,"{'compute_percentage': 47.22674506993894, 'storage_percentage': 25.272803263395062, 'networking_percentage': 8.839398070123092, 'control_plane_percentage': 18.6610535965429, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing']",basic,junior,high,0.6079210244148844,"['over_provisioning', 'no_monitoring', 'manual_scaling']",reactive,small,10.0,series_a,0.006311641259121027,0.6987708360050786,0.3663711585386973,9.0,"['cost_reduction', 'performance', 'scalability']",0.8312401695310483,0.6706147432701772,5,2,9,0.3266860168851319,False,0.20063615796559284,90,8,5,3,1.2660287842358835,False,-1.0,,,"['poor_monitoring', 'missing_rollback_plan', 'time_pressure']",1.0,"['Need better baseline measurement before optimization', 'Require more thorough dependency analysis', 'Require more comprehensive testing in staging environment']",,,,,,,,,,,,,,,,,,,,,303.33334493098664,0.5706909700497019,0.44294705385017985,0.31790508620728525,0.5373823305413111,1,0,0.6079210244148844,0
growth_stage_startup,cluster_35026,5412.508898815408,13.0,46.78544048685786,67.50794133848626,52.02285513941101,32.69228713917502,"{'compute_percentage': 51.70248214281674, 'storage_percentage': 24.830951184636596, 'networking_percentage': 18.68427278427128, 'control_plane_percentage': 4.7822938882753885, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",intermediate,mixed,medium,0.7024656498761839,"['scaling_pain', 'cost_spike', 'performance_bottleneck']",growth_focused,medium,6.0,seed,0.02327873562773536,0.9007018400014348,0.8586307125089685,8.0,"['cost_reduction', 'performance', 'scalability']",0.8727885434448629,0.7021716753973493,5,5,0,0.389727079756027,False,0.14644377819521504,283,8,5,3,1.3042299549293912,False,-1.0,,,['time_pressure'],1.0,"['Implement automated rollback procedures', 'Require more thorough dependency analysis']",,,,,,,,,,,,,,,,,,,,,416.34683837041604,0.5714669091267206,0.42357571139293015,0.32940740655585093,0.5547987717616086,0,0,0.7024656498761839,0
early_stage_startup,cluster_11665,525.8006266335419,7.0,35.86737381826609,47.65999431840086,64.31153753604235,50.329441798503865,"{'compute_percentage': 66.00991246213286, 'storage_percentage': 11.558625114491402, 'networking_percentage': 11.708423199497615, 'control_plane_percentage': 10.723039223878118, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing']",basic,junior,high,0.5904230424382071,"['over_provisioning', 'no_monitoring', 'manual_scaling']",reactive,small,7.0,series_a,0.16302616808975823,0.5994079513950364,0.16686340953347115,5.0,"['cost_reduction', 'performance', 'scalability']",0.9127356326326636,0.7828870894336649,1,1,12,0.23315164287173765,True,0.7301997816937681,50,13,13,0,4.629746039221538,True,13.6559836097354,"['stakeholder_buy_in', 'thorough_preparation', 'adequate_testing', 'good_baseline_measurement']","{'cpu_utilization_improvement': 0.1429989284948815, 'memory_utilization_improvement': 0.1781212218547608, 'cost_reduction_achieved': 0.0790679763951128, 'performance_improvement': 0.04844575220815668, 'automation_score_improvement': 0.18364345043471417}",,,,,,,,,,,,,,,,,,,,,,,,75.11437523336313,0.41763684068333473,0.5732048966727311,0.17824535857271798,0.39488913222105315,1,0,0.5904230424382071,1
early_stage_startup,cluster_57976,646.025387500471,6.0,31.07806978875643,61.70443381545323,70.16172392905878,38.8590299602485,"{'compute_percentage': 49.70087849936721, 'storage_percentage': 23.169308627876866, 'networking_percentage': 8.502843388993861, 'control_plane_percentage': 18.62696948376206, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing']",basic,junior,high,0.5696990044458002,"['over_provisioning', 'no_monitoring', 'manual_scaling']",reactive,small,6.0,seed,0.016892896903455315,0.6994632658566097,0.09387605257674461,10.0,"['cost_reduction', 'performance', 'scalability']",0.9517959368134009,0.7832431015970244,12,5,18,0.15535958894330423,True,0.7924927166459316,45,6,6,0,4.705915605408398,True,23.865557385405545,"['comprehensive_monitoring', 'good_baseline_measurement', 'thorough_preparation']","{'cpu_utilization_improvement': 0.24261626368273667, 'memory_utilization_improvement': 0.21685643488982176, 'cost_reduction_achieved': 0.15825812264305383, 'performance_improvement': 0.04864080953664959, 'automation_score_improvement': 0.2624938262965178}",,,,,,,,,,,,,,,,,,,,,,,,107.67089791674516,0.4639125180210483,0.5451037694465364,0.21103205575434064,0.2727046874418134,0,0,0.5696990044458002,1
early_stage_startup,cluster_48993,1047.5765108631235,4.0,59.69337342179558,53.800251165960844,39.61879883788282,48.325841684573426,"{'compute_percentage': 66.44753904530984, 'storage_percentage': 12.310471150456983, 'networking_percentage': 10.521864599529694, 'control_plane_percentage': 10.720125204703486, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",basic,junior,high,0.6724763398616074,"['over_provisioning', 'no_monitoring', 'manual_scaling']",reactive,small,8.0,seed,0.06269955021018918,0.39913912826822545,0.602756773784079,4.0,"['cost_reduction', 'performance', 'scalability']",0.9166014544924155,0.845789169942843,9,4,19,0.3616737552253391,True,0.8687620003476172,67,11,10,1,4.812269888764639,True,47.93710459805722,"['rollback_plan_ready', 'good_documentation', 'comprehensive_monitoring', 'adequate_testing']","{'cpu_utilization_improvement': 0.05305966611328436, 'memory_utilization_improvement': 0.1484642847382626, 'cost_reduction_achieved': 0.12525404546953509, 'performance_improvement': 0.03453548744465734, 'automation_score_improvement': 0.16050037669408326}",,,,,,,,,,,,,,,,,,,,,,,,261.8941277157809,0.5674681229387821,0.4397232026122812,0.3179392225397611,0.5378237623940345,0,0,0.6724763398616074,1
growth_stage_startup,cluster_17819,6442.29667633402,14.0,52.47955451570989,79.19131305377509,46.819116290077304,22.794347434002873,"{'compute_percentage': 44.11518873646163, 'storage_percentage': 27.08920231617089, 'networking_percentage': 21.44869824786205, 'control_plane_percentage': 7.346910699505421, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",intermediate,mixed,medium,0.6448716745266964,"['scaling_pain', 'cost_spike', 'performance_bottleneck']",growth_focused,medium,3.0,series_b,0.007064631500974851,0.7915299736956518,0.5423642255387026,8.0,"['cost_reduction', 'performance', 'scalability']",0.908434442608917,0.7822826159181522,10,1,12,0.21141413223029829,False,0.28049334844849066,170,10,9,1,1.1637003315421872,False,-1.0,,,['inadequate_testing'],1.0,"['Require more comprehensive testing in staging environment', 'Need better team training on optimization tools', 'Improve monitoring and alerting during optimization', 'Require more thorough dependency analysis']",,,,,,,,,,,,,,,,,,,,,460.1640483095729,0.6583543378474249,0.34806731862040086,0.4292027087707622,0.32783907338691176,1,0,0.6448716745266964,0
early_stage_startup,cluster_95045,1175.638522734041,7.0,41.54528423347525,67.81369505988165,54.524577046684826,34.68960758631856,"{'compute_percentage': 67.85411050720583, 'storage_percentage': 13.711657831633408, 'networking_percentage': 11.270599138342217, 'control_plane_percentage': 7.163632522818536, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",basic,junior,high,0.5659528918356711,"['over_provisioning', 'no_monitoring', 'manual_scaling']",reactive,small,8.0,series_b,0.06758616304679081,0.7790793549486407,0.12683017218055978,6.0,"['cost_reduction', 'performance', 'scalability']",0.8002112016580014,0.6923979169661642,12,6,13,0.18212003704102372,True,0.7464942748973581,70,7,6,1,3.5164705173505295,False,63.13979300297849,"['comprehensive_monitoring', 'rollback_plan_ready', 'stakeholder_buy_in', 'maintenance_window_used', 'good_documentation']","{'cpu_utilization_improvement': 0.15270445803432084, 'memory_utilization_improvement': 0.10390559106035842, 'cost_reduction_achieved': 0.15206437791427163, 'performance_improvement': 0.019822176242257097, 'automation_score_improvement': 0.17565455067934152}",,,,,,,,,,,,,,,,,,,,,,,,167.9483603905773,0.5467948964667845,0.4460709231650169,0.3028855922179261,0.3217936327709475,1,1,0.5659528918356711,1
early_stage_startup,cluster_70817,1139.1933727584606,6.0,50.85991738101389,67.73405985445092,46.45054230940268,31.757459033726406,"{'compute_percentage': 59.31981567495191, 'storage_percentage': 16.49531264545749, 'networking_percentage': 14.883079932514148, 'control_plane_percentage': 9.301791747076434, 'registry_percentage': 1, 'other_percentage': 1}",['resource_rightsizing'],basic,junior,high,0.5751012234788423,"['over_provisioning', 'no_monitoring', 'manual_scaling']",reactive,small,6.0,series_b,0.07441970723031754,0.6086097293793458,0.06432317902624016,14.0,"['cost_reduction', 'performance', 'scalability']",0.6178056016218829,0.9344806474688586,4,3,7,0.45803505607398615,False,0.29340953749881304,125,8,5,3,3.1825323817334326,False,-1.0,,,"['technical_debt_issues', 'resource_contention', 'business_hours_implementation']",1.0,"['Require more comprehensive testing in staging environment', 'Implement automated rollback procedures', 'Need better stakeholder communication', 'Improve monitoring and alerting during optimization']",,,,,,,,,,,,,,,,,,,,,189.86556212641008,0.592969886177324,0.3910400067156454,0.36109493790436775,0.7964424998147079,0,0,0.5751012234788423,0
early_stage_startup,cluster_80194,1461.8572204933826,4.0,39.60713867312896,46.027787025954034,64.5614158693411,54.41987096759235,"{'compute_percentage': 56.78798795800395, 'storage_percentage': 15.690930604064743, 'networking_percentage': 9.936359108422087, 'control_plane_percentage': 17.584722329509226, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing']",basic,junior,high,0.6207410442374176,"['over_provisioning', 'no_monitoring', 'manual_scaling']",reactive,small,11.0,series_a,0.02946726018221446,0.99821553233012,0.14945855179134931,5.0,"['cost_reduction', 'performance', 'scalability']",0.8445428162899211,0.8007109819280008,4,4,20,0.15291128793813366,True,0.7294886292915855,44,10,9,1,4.435290787024789,True,61.18469539376598,"['comprehensive_monitoring', 'stakeholder_buy_in', 'good_baseline_measurement', 'good_documentation', 'rollback_plan_ready']","{'cpu_utilization_improvement': 0.17636902260166312, 'memory_utilization_improvement': 0.22791737760391417, 'cost_reduction_achieved': 0.11908303086319072, 'performance_improvement': 0.10606238480191345, 'automation_score_improvement': 0.14622855372991495}",,,,,,,,,,,,,,,,,,,,,,,,365.46430512334564,0.428174628495415,0.5949064341846673,0.17345078704886305,0.24633667993709948,0,0,0.6207410442374176,1
growth_stage_startup,cluster_41907,2869.6491208532398,8.0,52.5964129446138,83.69990813703755,42.39539779765404,16.56086008242403,"{'compute_percentage': 48.26057314434155, 'storage_percentage': 20.751690238994396, 'networking_percentage': 24.070485259816834, 'control_plane_percentage': 6.9172513568472125, 'registry_percentage': 1, 'other_percentage': 1}",['resource_rightsizing'],intermediate,mixed,medium,0.6769430718355371,"['scaling_pain', 'cost_spike', 'performance_bottleneck']",growth_focused,medium,5.0,series_a,0.12731346536833732,0.37607997866174026,0.2950137962332193,5.0,"['cost_reduction', 'performance', 'scalability']",0.7845095442763352,0.6848254137152454,1,3,18,0.35492070371960927,True,0.6,70,15,14,1,3.5628865612564886,True,20.113435495180795,"['adequate_testing', 'phased_rollout']","{'cpu_utilization_improvement': 0.29034722332855134, 'memory_utilization_improvement': 0.1530473505841007, 'cost_reduction_achieved': 0.07005302299526386, 'performance_improvement': 0.015431965736794697, 'automation_score_improvement': 0.037855439822076765}",,,,,,,,,,,,,,,,,,,,,,,,358.70614010665497,0.6814816054082568,0.29478128940039033,0.48059357906336286,0.524299189232026,0,0,0.6769430718355371,1
growth_stage_startup,cluster_17961,3011.2327100481266,13.0,51.50111628313665,78.38837103363004,45.938592250551956,19.1268245922287,"{'compute_percentage': 48.145891719445075, 'storage_percentage': 25.539973526592718, 'networking_percentage': 20.89409283860636, 'control_plane_percentage': 5.420041915355847, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",intermediate,mixed,medium,0.5918464103096472,"['scaling_pain', 'cost_spike', 'performance_bottleneck']",growth_focused,medium,7.0,series_c,0.056441372738964594,0.8748143981315923,0.10175353399634235,13.0,"['cost_reduction', 'performance', 'scalability']",0.7020292968719704,0.7979205932808076,2,5,6,0.693786778199975,True,0.9417153625974808,142,11,10,1,4.99935102035861,False,20.594198977253026,"['comprehensive_monitoring', 'good_documentation', 'good_baseline_measurement']","{'cpu_utilization_improvement': 0.1811841115573425, 'memory_utilization_improvement': 0.22758665425724406, 'cost_reduction_achieved': 0.10466512119388245, 'performance_improvement': 0.030819464838314096, 'automation_score_improvement': 0.05371126483971307}",,,,,,,,,,,,,,,,,,,,,,,,231.63328538831743,0.6494474365838334,0.3253270842139033,0.438164595689821,1.1722412540053995,0,0,0.5918464103096472,1
growth_stage_startup,cluster_79842,2513.0908521831266,14.0,34.35654562004939,83.15977854518133,64.12172822573855,17.735840037197747,"{'compute_percentage': 49.28212235864516, 'storage_percentage': 20.737655743845295, 'networking_percentage': 23.410825114480936, 'control_plane_percentage': 6.569396783028614, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",intermediate,mixed,medium,0.6417758348560381,"['scaling_pain', 'cost_spike', 'performance_bottleneck']",growth_focused,medium,2.0,series_b,0.06790627454215885,0.4455350753020357,0.25190965503690677,6.0,"['cost_reduction', 'performance', 'scalability']",0.9585632125266227,0.9167314677973212,10,1,22,0.727824613320382,True,0.6,116,9,9,0,4.27395799697576,True,21.018661856619847,"['adequate_testing', 'stakeholder_buy_in', 'maintenance_window_used']","{'cpu_utilization_improvement': 0.19265553244362088, 'memory_utilization_improvement': 0.1522322985776312, 'cost_reduction_achieved': 0.14413831925734952, 'performance_improvement': 0.11559234604966724, 'automation_score_improvement': 0.13119923807548764}",,,,,,,,,,,,,,,,,,,,,,,,179.5064894416519,0.5875816208261536,0.4092878413146815,0.34709160764203556,1.1340791812201003,0,0,0.6417758348560381,1
growth_stage_startup,cluster_93014,2178.3196743431454,8.0,71.6024808621287,68.73478599765697,28.423203765003223,30.805972957436154,"{'compute_percentage': 41.09249438103934, 'storage_percentage': 25.003411717886838, 'networking_percentage': 22.701467992150754, 'control_plane_percentage': 11.202625908923089, 'registry_percentage': 1, 'other_percentage': 1}",['resource_rightsizing'],intermediate,mixed,medium,0.6169837751002005,"['scaling_pain', 'cost_spike', 'performance_bottleneck']",growth_focused,medium,7.0,series_b,0.17311891379614275,0.9672759188575409,0.33868210647782504,5.0,"['cost_reduction', 'performance', 'scalability']",0.7533415882051475,0.9705085368020537,1,1,11,0.5975759436061903,True,0.8856537529448634,107,12,10,2,4.88493410162915,True,60.337274540836084,"['maintenance_window_used', 'rollback_plan_ready', 'phased_rollout', 'experienced_team']","{'cpu_utilization_improvement': 0.044873540362807, 'memory_utilization_improvement': 0.213394526298655, 'cost_reduction_achieved': 0.1619126724343004, 'performance_improvement': 0.12768380339695773, 'automation_score_improvement': 0.04571607119248053}",,,,,,,,,,,,,,,,,,,,,,,,272.2899592928932,0.7016863342989283,0.2961458836121969,0.49388481480936886,0.9685440164275659,1,0,0.6169837751002005,1
growth_stage_startup,cluster_57001,2172.0947743096044,18.0,59.84839279707648,80.42032109655625,40.13929147881878,17.378265053246025,"{'compute_percentage': 56.73357850418535, 'storage_percentage': 18.489781678313104, 'networking_percentage': 17.50260503986341, 'control_plane_percentage': 7.274034777638116, 'registry_percentage': 1, 'other_percentage': 1}",['resource_rightsizing'],intermediate,mixed,medium,0.6115926966946145,"['scaling_pain', 'cost_spike', 'performance_bottleneck']",growth_focused,medium,9.0,series_a,0.07191003157363048,0.9961378939271643,0.32438806507613593,10.0,"['cost_reduction', 'performance', 'scalability']",0.859137806218246,0.9777363503387495,4,6,5,0.28952208679572017,True,0.8370579125243051,58,11,11,0,4.729633105117239,True,119.48643161524255,"['maintenance_window_used', 'phased_rollout', 'thorough_preparation']","{'cpu_utilization_improvement': 0.2030375357966272, 'memory_utilization_improvement': 0.09106216615157668, 'cost_reduction_achieved': 0.18361365641214253, 'performance_improvement': 0.0759482474889466, 'automation_score_improvement': 0.22883075204730427}",,,,,,,,,,,,,,,,,,,,,,,,120.67193190608913,0.7013435694681637,0.28758778266032403,0.4996457274417376,0.47339035989222533,0,1,0.6115926966946145,1
growth_stage_startup,cluster_17996,2447.751599037479,15.0,48.45397271432079,75.85265722523619,52.40612501305674,23.953156050003656,"{'compute_percentage': 52.19718169775507, 'storage_percentage': 21.815884566012915, 'networking_percentage': 20.013221831231405, 'control_plane_percentage': 5.973711905000615, 'registry_percentage': 1, 'other_percentage': 1}","['hpa_optimization', 'resource_rightsizing', 'storage_optimization']",intermediate,mixed,medium,0.6927520403022368,"['scaling_pain', 'cost_spike', 'performance_bottleneck']",growth_focused,medium,6.0,seed,0.18866729028627943,0.4544756447995108,0.4592036689478782,13.0,"['cost_reduction', 'performance', 'scalability']",0.8031853653762763,0.7396849176280171,8,6,20,0.013392536222021845,True,0.7963314041043711,68,10,9,1,4.776441394597572,False,23.051397091379044,"['good_documentation', 'stakeholder_buy_in']","{'cpu_utilization_improvement': 0.052627020021750286, 'memory_utilization_improvement': 0.1934786282780615, 'cost_reduction_achieved': 0.0820640152716748, 'performance_improvement': 0.12489844237050994, 'automation_score_improvement': 0.17668517025673539}",,,,,,,,,,,,,,,,,,,,,,,,163.18343993583193,0.621533149697785,0.38179640531530196,0.3842340273588732,0.019332366334394183,0,1,0.6927520403022368,1
